법정동,지번,단지명,건축년도,거래연도,거래월,거래일,지역코드,층,전용면적,거래금액,구별
무악동,82,현대,2000,2014,1,22,11110,10,114.9,"63,935",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2014,1,21,11110,2,151.81,"90,000",종로구
인의동,48-2,효성쥬얼리시티,2006,2014,1,23,11110,7,84.98,"47,000",종로구
무악동,82,현대,2000,2014,1,29,11110,10,114.9,"57,800",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2014,1,29,11110,8,94.51,"73,000",종로구
사직동,9-1,광화문스페이스본(106동),2008,2014,1,17,11110,10,153.42,"135,000",종로구
내수동,72,경희궁의아침3단지,2004,2014,1,23,11110,7,150.48,"114,000",종로구
무악동,60,인왕산아이파크,2008,2014,1,28,11110,16,84.858,"59,800",종로구
신영동,254,대아파크빌,1998,2014,1,28,11110,14,59.22,"25,000",종로구
명륜2가,4,아남1,1995,2014,1,21,11110,18,84.9,"55,000",종로구
사직동,9-1,광화문스페이스본(106동),2008,2014,2,27,11110,1,163.33,"110,000",종로구
신문로1가,238,신문로맨션,1981,2014,2,28,11110,8,98.31,"49,500",종로구
창신동,232,두산,1999,2014,2,17,11110,1,59.95,"28,000",종로구
창신동,703,창신쌍용2,1993,2014,2,10,11110,3,64.66,"24,500",종로구
명륜1가,23,건양하늘터,2006,2014,2,11,11110,1,84.78,"43,500",종로구
창신동,232,두산,1999,2014,2,24,11110,4,59.95,"35,400",종로구
창신동,703,창신쌍용2,1993,2014,2,19,11110,9,54.7,"25,400",종로구
무악동,60,인왕산아이파크,2008,2014,2,28,11110,5,114.931,"72,000",종로구
명륜2가,4,아남1,1995,2014,2,22,11110,7,84.9,"55,000",종로구
창신동,703,창신쌍용2,1993,2014,2,21,11110,6,79.87,"30,000",종로구
창신동,702,창신쌍용1,1992,2014,3,25,11110,9,79.87,"32,400",종로구
창신동,232,두산,1999,2014,3,14,11110,9,59.95,"36,350",종로구
창신동,602,일우,2002,2014,3,28,11110,2,59.3,"23,500",종로구
숭인동,766,종로청계힐스테이트,2009,2014,3,29,11110,12,59.9426,"38,500",종로구
숭인동,473,하림빌라트,1998,2014,3,14,11110,5,30.41,"15,000",종로구
내수동,73,경희궁의아침4단지,2004,2014,3,28,11110,11,150.77,"109,000",종로구
무악동,82,현대,2000,2014,3,30,11110,3,84.92,"46,950",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2014,3,18,11110,3,94.28,"72,000",종로구
창신동,703,창신쌍용2,1993,2014,3,28,11110,12,54.7,"24,450",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2014,3,13,11110,5,94.28,"71,000",종로구
사직동,9-1,광화문스페이스본(106동),2008,2014,4,23,11110,1,153.42,"99,000",종로구
창신동,703,창신쌍용2,1993,2014,4,23,11110,3,79.87,"29,500",종로구
무악동,60,인왕산아이파크,2008,2014,4,18,11110,13,84.858,"59,800",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2014,4,21,11110,7,94.51,"69,500",종로구
당주동,145,롯데미도파광화문빌딩,1981,2014,4,18,11110,7,65.82,"29,800",종로구
무악동,82,현대,2000,2014,4,26,11110,15,84.92,"52,950",종로구
무악동,82,현대,2000,2014,4,11,11110,21,84.92,"52,850",종로구
창신동,703,창신쌍용2,1993,2014,4,14,11110,13,54.7,"23,400",종로구
숭인동,2-1,종로센트레빌,2008,2014,4,24,11110,7,84.92,"48,000",종로구
창신동,232,두산,1999,2014,4,8,11110,10,59.95,"35,500",종로구
숭인동,2-1,종로센트레빌,2008,2014,5,24,11110,4,59.92,"36,000",종로구
무악동,82,현대,2000,2014,5,13,11110,10,84.92,"54,490",종로구
평창동,596,삼성,1998,2014,5,2,11110,4,59.97,"28,400",종로구
평창동,72,롯데낙천대,2001,2014,5,29,11110,4,87.27,"42,500",종로구
무악동,82,현대,2000,2014,5,28,11110,5,84.92,"44,950",종로구
숭인동,2-1,종로센트레빌,2008,2014,5,26,11110,9,59.92,"39,200",종로구
명륜1가,23,건양하늘터,2006,2014,5,19,11110,1,84.89,"44,200",종로구
무악동,60,인왕산아이파크,2008,2014,5,30,11110,10,84.858,"62,500",종로구
숭인동,482,동문(482-0),2002,2014,5,12,11110,3,59.64,"30,100",종로구
익선동,55,현대뜨레비앙,2003,2014,5,31,11110,6,43.98,"20,000",종로구
무악동,60,인왕산아이파크,2008,2014,6,28,11110,1,84.858,"54,000",종로구
무악동,82,현대,2000,2014,6,17,11110,1,114.9,"49,990",종로구
숭인동,2-1,종로센트레빌,2008,2014,6,4,11110,3,59.92,"36,300",종로구
숭인동,766,종로청계힐스테이트,2009,2014,6,27,11110,11,84.9478,"51,450",종로구
창신동,232,두산,1999,2014,6,2,11110,5,59.95,"36,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2014,6,14,11110,7,126.34,"96,000",종로구
숭인동,181-121,도시그린빌라,1997,2014,6,7,11110,3,57.45,"21,500",종로구
명륜1가,2-12,송림아마레스아파트,2003,2014,6,25,11110,4,84.62,"44,000",종로구
무악동,82,현대,2000,2014,6,24,11110,15,84.92,"52,450",종로구
무악동,60,인왕산아이파크,2008,2014,6,28,11110,1,84.858,"52,500",종로구
창신동,232,두산,1999,2014,7,23,11110,5,84.9,"48,000",종로구
숭인동,1421-2,숭인한양LEEPS,2014,2014,7,31,11110,8,12.78,"11,900",종로구
부암동,218-1,부암스카이뷰,2004,2014,7,28,11110,5,81.08,"34,300",종로구
창신동,702,창신쌍용1,1992,2014,7,31,11110,4,79.87,"35,500",종로구
무악동,82,현대,2000,2014,7,19,11110,13,60.0,"38,400",종로구
평창동,72,롯데낙천대,2001,2014,7,22,11110,14,133.34,"79,500",종로구
무악동,60,인왕산아이파크,2008,2014,7,9,11110,3,84.858,"57,500",종로구
내수동,72,경희궁의아침3단지,2004,2014,7,21,11110,13,149.0,"119,000",종로구
무악동,82,현대,2000,2014,7,5,11110,3,114.9,"53,970",종로구
무악동,60,인왕산아이파크,2008,2014,7,3,11110,9,84.858,"59,000",종로구
부암동,218-1,부암스카이뷰,2004,2014,8,23,11110,4,81.0,"34,300",종로구
내수동,95,경희궁파크팰리스,2003,2014,8,29,11110,13,103.77,"89,500",종로구
무악동,82,현대,2000,2014,8,30,11110,12,84.92,"47,900",종로구
창신동,601-8,MID그린(7동),2002,2014,8,25,11110,1,59.04,"23,700",종로구
무악동,82,현대,2000,2014,8,30,11110,14,84.92,"58,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2014,8,18,11110,7,94.51,"74,500",종로구
무악동,60,인왕산아이파크,2008,2014,8,23,11110,4,84.858,"59,500",종로구
평창동,72,롯데낙천대,2001,2014,8,25,11110,7,87.27,"47,500",종로구
창신동,23-76,브라운스톤창신,2006,2014,8,18,11110,7,84.81,"43,300",종로구
무악동,82,현대,2000,2014,8,21,11110,4,84.92,"48,950",종로구
숭인동,76,롯데캐슬천지인,2004,2014,9,30,11110,24,84.95,"50,000",종로구
창신동,232,두산,1999,2014,9,30,11110,19,59.95,"35,000",종로구
창신동,702,창신쌍용1,1992,2014,9,30,11110,10,79.87,"32,500",종로구
무악동,82,현대,2000,2014,9,23,11110,4,114.9,"58,750",종로구
창신동,232,두산,1999,2014,9,20,11110,20,59.95,"35,200",종로구
무악동,60,인왕산아이파크,2008,2014,9,30,11110,12,84.858,"60,000",종로구
내수동,73,경희궁의아침4단지,2004,2014,9,24,11110,12,124.17,"110,000",종로구
숭인동,2-1,종로센트레빌,2008,2014,9,28,11110,10,84.92,"48,000",종로구
숭인동,766,종로청계힐스테이트,2009,2014,9,24,11110,7,59.9426,"38,950",종로구
수송동,85,로얄팰리스스위트,2005,2014,9,13,11110,12,29.31,"28,500",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2014,10,31,11110,1,94.51,"69,000",종로구
창신동,23-816,창신이수,2003,2014,10,30,11110,1,120.84,"50,000",종로구
명륜1가,36-5,대보,2003,2014,10,29,11110,4,81.97,"43,000",종로구
무악동,60,인왕산아이파크,2008,2014,10,21,11110,6,84.858,"60,000",종로구
평창동,108,롯데캐슬로잔,2009,2014,10,30,11110,3,225.857,"160,000",종로구
무악동,60,인왕산아이파크,2008,2014,10,13,11110,12,84.858,"63,400",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2014,10,14,11110,8,95.88,"74,000",종로구
창신동,703,창신쌍용2,1993,2014,10,22,11110,10,64.66,"26,500",종로구
무악동,82,현대,2000,2014,10,22,11110,6,84.92,"51,750",종로구
무악동,82,현대,2000,2014,10,22,11110,10,84.92,"45,450",종로구
무악동,82,현대,2000,2014,11,24,11110,8,60.0,"35,990",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2014,11,27,11110,2,94.28,"70,700",종로구
무악동,82,현대,2000,2014,11,29,11110,9,84.92,"53,990",종로구
무악동,82,현대,2000,2014,11,23,11110,1,84.92,"44,490",종로구
창신동,232,두산,1999,2014,11,29,11110,17,84.9,"49,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2014,11,15,11110,5,94.51,"72,000",종로구
무악동,82,현대,2000,2014,11,29,11110,6,60.0,"37,990",종로구
무악동,60,인왕산아이파크,2008,2014,11,27,11110,17,157.289,"104,500",종로구
창신동,601-6,MID그린(9동),2002,2014,11,15,11110,6,59.9,"19,800",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2014,11,29,11110,6,160.85,"115,000",종로구
창신동,232,두산,1999,2014,12,8,11110,2,84.9,"48,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2014,12,27,11110,1,160.85,"99,500",종로구
평창동,596,삼성,1998,2014,12,25,11110,10,59.97,"29,900",종로구
창신동,702,창신쌍용1,1992,2014,12,15,11110,7,79.87,"33,000",종로구
숭인동,766,종로청계힐스테이트,2009,2014,12,30,11110,9,59.9426,"42,000",종로구
창신동,702,창신쌍용1,1992,2014,12,30,11110,12,79.87,"33,500",종로구
창신동,703,창신쌍용2,1993,2014,12,29,11110,1,64.66,"24,000",종로구
숭인동,2-1,종로센트레빌,2008,2014,12,27,11110,3,84.92,"46,500",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2014,12,15,11110,9,146.92,"113,000",종로구
익선동,55,현대뜨레비앙,2003,2014,12,23,11110,7,58.78,"41,500",종로구
창신동,702,창신쌍용1,1992,2015,1,29,11110,6,79.87,"34,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2015,1,31,11110,10,151.81,"110,000",종로구
창신동,627-21,흥인,1997,2015,1,29,11110,3,58.23,"17,800",종로구
숭인동,2-1,종로센트레빌,2008,2015,1,24,11110,11,59.92,"39,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2015,1,27,11110,9,94.51,"73,000",종로구
창신동,601,MID그린(1동),2002,2015,1,31,11110,6,59.55,"22,800",종로구
평창동,595,갑을아파트,1997,2015,1,27,11110,11,32.56,"14,000",종로구
창신동,703,창신쌍용2,1993,2015,1,19,11110,8,79.87,"33,500",종로구
창신동,23-76,브라운스톤창신,2006,2015,1,23,11110,7,84.81,"46,000",종로구
창신동,703,창신쌍용2,1993,2015,1,31,11110,8,64.66,"27,400",종로구
필운동,254,신동아블루아광화문의꿈,2007,2015,2,25,11110,11,111.97,"74,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2015,2,25,11110,9,94.28,"76,500",종로구
숭인동,2-1,종로센트레빌,2008,2015,2,27,11110,3,59.92,"38,500",종로구
창신동,702,창신쌍용1,1992,2015,2,14,11110,11,54.7,"27,900",종로구
창신동,703,창신쌍용2,1993,2015,2,14,11110,4,64.66,"26,000",종로구
창신동,703,창신쌍용2,1993,2015,2,13,11110,4,106.62,"40,000",종로구
인의동,48-2,효성쥬얼리시티,2006,2015,2,10,11110,16,84.98,"51,500",종로구
무악동,60,인왕산아이파크,2008,2015,2,26,11110,13,84.858,"66,700",종로구
숭인동,2-1,종로센트레빌,2008,2015,2,25,11110,12,84.92,"47,000",종로구
숭인동,2-1,종로센트레빌,2008,2015,2,26,11110,8,84.92,"49,000",종로구
창신동,23-816,창신이수,2003,2015,3,25,11110,18,84.5,"44,500",종로구
창신동,702,창신쌍용1,1992,2015,3,28,11110,6,54.7,"27,000",종로구
숭인동,766,종로청계힐스테이트,2009,2015,3,26,11110,3,59.9426,"41,600",종로구
무악동,82,현대,2000,2015,3,16,11110,9,84.92,"49,350",종로구
평창동,45,벽산블루밍평창힐스,2004,2015,3,28,11110,2,150.94,"85,500",종로구
숭인동,2-1,종로센트레빌,2008,2015,3,9,11110,1,114.67,"58,000",종로구
무악동,82,현대,2000,2015,3,31,11110,7,84.92,"50,950",종로구
명륜1가,45-5,아미레스아파트,2002,2015,3,27,11110,7,73.17,"40,700",종로구
무악동,82,현대,2000,2015,3,23,11110,6,60.0,"36,950",종로구
창신동,627-21,흥인,1997,2015,3,31,11110,2,56.88,"18,000",종로구
무악동,82,현대,2000,2015,4,30,11110,10,60.0,"37,490",종로구
명륜2가,237,명륜동주상복합아남아파트,1999,2015,4,25,11110,8,44.37,"33,700",종로구
무악동,82,현대,2000,2015,4,28,11110,2,84.92,"45,990",종로구
창신동,703,창신쌍용2,1993,2015,4,29,11110,8,54.7,"25,500",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2015,4,22,11110,11,159.01,"105,000",종로구
무악동,82,현대,2000,2015,4,24,11110,14,84.92,"55,970",종로구
평창동,72,롯데낙천대,2001,2015,4,24,11110,2,84.21,"47,500",종로구
숭인동,766,종로청계힐스테이트,2009,2015,4,10,11110,3,59.9426,"41,600",종로구
숭인동,2-1,종로센트레빌,2008,2015,4,27,11110,11,59.92,"40,500",종로구
창신동,703,창신쌍용2,1993,2015,4,23,11110,10,64.66,"27,800",종로구
내수동,110-15,킹스매너,2004,2015,5,22,11110,7,210.15,"142,000",종로구
견지동,110,대성스카이렉스,2008,2015,5,29,11110,8,116.03,"75,000",종로구
평창동,108,롯데캐슬로잔,2009,2015,5,27,11110,3,219.775,"161,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2015,5,21,11110,12,94.51,"80,000",종로구
창신동,23-816,창신이수,2003,2015,5,28,11110,11,84.5,"46,000",종로구
무악동,82,현대,2000,2015,5,18,11110,18,114.9,"67,790",종로구
무악동,82,현대,2000,2015,5,22,11110,14,60.0,"40,290",종로구
익선동,30-6,운현신화타워,1998,2015,5,13,11110,7,97.03,"49,000",종로구
창신동,703,창신쌍용2,1993,2015,5,7,11110,8,115.53,"43,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2015,5,23,11110,8,151.81,"102,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2015,6,29,11110,8,136.4,"122,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2015,6,30,11110,1,146.92,"104,000",종로구
내수동,72,경희궁의아침3단지,2004,2015,6,26,11110,16,124.17,"109,500",종로구
창신동,702,창신쌍용1,1992,2015,6,27,11110,6,106.62,"41,400",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2015,6,23,11110,1,146.92,"104,000",종로구
무악동,60,인왕산아이파크,2008,2015,6,28,11110,4,84.858,"58,800",종로구
무악동,82,현대,2000,2015,6,29,11110,15,114.9,"59,950",종로구
무악동,82,현대,2000,2015,6,28,11110,10,114.9,"62,950",종로구
무악동,82,현대,2000,2015,6,20,11110,4,114.9,"59,200",종로구
명륜2가,4,아남1,1995,2015,6,27,11110,5,84.9,"59,500",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2015,7,22,11110,9,97.61,"82,500",종로구
행촌동,41-1,대성아파트,1971,2015,7,30,11110,6,45.39,"12,800",종로구
창신동,703,창신쌍용2,1993,2015,7,18,11110,11,64.66,"28,600",종로구
무악동,82,현대,2000,2015,7,24,11110,8,84.92,"55,970",종로구
무악동,82,현대,2000,2015,7,13,11110,14,84.92,"49,970",종로구
창신동,703,창신쌍용2,1993,2015,7,24,11110,14,64.66,"28,550",종로구
창신동,232,두산,1999,2015,7,8,11110,15,59.95,"37,500",종로구
창신동,232,두산,1999,2015,7,28,11110,21,59.95,"38,900",종로구
평창동,46-1,크래스빌,2003,2015,7,6,11110,2,175.81,"68,000",종로구
무악동,82,현대,2000,2015,7,6,11110,15,84.92,"58,950",종로구
창신동,232,두산,1999,2015,8,26,11110,11,84.9,"51,500",종로구
무악동,82,현대,2000,2015,8,25,11110,5,60.0,"41,690",종로구
사직동,9-1,광화문스페이스본(106동),2008,2015,8,29,11110,5,150.4,"110,000",종로구
창신동,702,창신쌍용1,1992,2015,8,15,11110,10,54.7,"29,700",종로구
명륜2가,4,아남1,1995,2015,8,22,11110,7,84.9,"61,500",종로구
무악동,82,현대,2000,2015,8,22,11110,5,84.92,"56,400",종로구
창신동,703,창신쌍용2,1993,2015,8,17,11110,4,79.87,"33,000",종로구
창신동,703,창신쌍용2,1993,2015,8,25,11110,13,64.66,"29,800",종로구
숭인동,569-4,숭인모범103동,2000,2015,8,12,11110,5,59.74,"24,500",종로구
평창동,72,롯데낙천대,2001,2015,8,24,11110,3,110.53,"65,500",종로구
행촌동,41-1,대성아파트,1971,2015,9,19,11110,7,45.39,"12,900",종로구
내수동,167,세종로대우,1994,2015,9,25,11110,14,66.96,"41,000",종로구
창신동,232,두산,1999,2015,9,24,11110,16,84.9,"52,500",종로구
창신동,702,창신쌍용1,1992,2015,9,29,11110,10,54.7,"30,700",종로구
숭인동,204-11,숭인상가,1979,2015,9,21,11110,8,78.75,"31,000",종로구
창신동,702,창신쌍용1,1992,2015,9,24,11110,11,106.62,"43,000",종로구
숭인동,1421-2,숭인한양LEEPS,2014,2015,9,25,11110,10,12.78,"11,000",종로구
평창동,108,롯데캐슬로잔,2009,2015,9,25,11110,3,219.775,"164,500",종로구
익선동,30-6,운현신화타워,1998,2015,9,10,11110,11,50.41,"25,500",종로구
무악동,60,인왕산아이파크,2008,2015,9,25,11110,6,84.858,"60,000",종로구
평창동,596,삼성,1998,2015,10,29,11110,2,84.93,"35,800",종로구
평창동,46-1,크래스빌,2003,2015,10,31,11110,5,187.9,"73,000",종로구
평창동,595,갑을아파트,1997,2015,10,27,11110,9,30.46,"14,300",종로구
숭인동,204-11,숭인상가,1979,2015,10,27,11110,6,80.85,"34,000",종로구
명륜1가,36-5,대보,2003,2015,10,13,11110,4,81.97,"53,000",종로구
무악동,82,현대,2000,2015,10,5,11110,18,84.92,"55,970",종로구
무악동,60,인왕산아이파크,2008,2015,10,24,11110,7,84.858,"66,000",종로구
무악동,60,인왕산아이파크,2008,2015,10,23,11110,8,114.931,"78,500",종로구
창신동,703,창신쌍용2,1993,2015,10,21,11110,3,106.62,"42,300",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2015,10,30,11110,10,131.44,"105,000",종로구
창신동,578-5,동대문맨션,1973,2015,11,17,11110,8,83.83,"27,315",종로구
내수동,95,경희궁파크팰리스,2003,2015,11,25,11110,15,148.09,"104,000",종로구
무악동,60,인왕산아이파크,2008,2015,11,26,11110,3,84.858,"65,500",종로구
창신동,703,창신쌍용2,1993,2015,11,21,11110,14,64.66,"31,000",종로구
연건동,195-10,이화에수풀,2014,2015,11,16,11110,6,16.98,"16,700",종로구
무악동,82,현대,2000,2015,11,12,11110,10,114.9,"59,900",종로구
평창동,108,롯데캐슬로잔,2009,2015,11,19,11110,4,238.858,"180,000",종로구
연건동,195-10,이화에수풀,2014,2015,11,25,11110,6,16.98,"17,000",종로구
평창동,45,벽산블루밍평창힐스,2004,2015,11,30,11110,3,150.94,"88,000",종로구
숭인동,2-1,종로센트레빌,2008,2015,11,28,11110,11,59.92,"42,700",종로구
무악동,88,인왕산2차아이파크,2015,2015,12,22,11110,10,84.0284,"63,400",종로구
명륜1가,19,렉스빌,2006,2015,12,29,11110,3,106.98,"57,000",종로구
교북동,101,동아,1995,2015,12,7,11110,10,84.28,"44,600",종로구
내수동,95,경희궁파크팰리스,2003,2015,12,24,11110,4,146.33,"120,000",종로구
창신동,232,두산,1999,2015,12,24,11110,4,84.9,"50,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2015,12,10,11110,11,94.51,"82,500",종로구
숭인동,1392,익성씨티하임,2013,2015,12,15,11110,13,15.76,"10,500",종로구
숭인동,2-1,종로센트레빌,2008,2015,12,26,11110,12,84.92,"52,300",종로구
창신동,702,창신쌍용1,1992,2015,12,23,11110,9,79.87,"37,300",종로구
창신동,702,창신쌍용1,1992,2015,12,22,11110,12,106.62,"42,800",종로구
창신동,639-20,창림,1994,2016,1,29,11110,1,59.67,"20,000",종로구
창신동,702,창신쌍용1,1992,2016,1,16,11110,13,54.7,"30,800",종로구
명륜2가,4,아남1,1995,2016,1,20,11110,20,84.9,"64,500",종로구
명륜2가,4,아남1,1995,2016,1,12,11110,1,84.9,"54,800",종로구
인의동,48-2,효성쥬얼리시티,2006,2016,1,23,11110,14,84.7,"47,800",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2016,1,8,11110,10,151.81,"119,000",종로구
무악동,82,현대,2000,2016,1,13,11110,18,84.92,"56,990",종로구
연건동,60-1,(60-1),1999,2016,1,4,11110,1,59.63,"25,500",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2016,1,15,11110,2,94.51,"84,500",종로구
명륜2가,237,명륜동주상복합아남아파트,1999,2016,1,24,11110,7,65.78,"50,200",종로구
평창동,108,롯데캐슬로잔,2009,2016,2,29,11110,4,200.331,"139,000",종로구
창신동,232,두산,1999,2016,2,21,11110,17,84.9,"56,500",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2016,2,26,11110,2,158.99,"99,500",종로구
무악동,60,인왕산아이파크,2008,2016,2,14,11110,5,114.931,"72,000",종로구
평창동,596,삼성,1998,2016,2,25,11110,1,59.97,"28,500",종로구
숭인동,2-1,종로센트레빌,2008,2016,2,17,11110,4,114.67,"59,800",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2016,2,29,11110,8,94.51,"83,800",종로구
창신동,601,MID그린(1동),2002,2016,2,15,11110,4,59.55,"23,200",종로구
통인동,5-1,효자,1999,2016,2,23,11110,4,61.49,"22,000",종로구
창신동,436-41,동문상가,1970,2016,2,26,11110,6,42.39,"15,800",종로구
필운동,254,신동아블루아광화문의꿈,2007,2016,3,11,11110,11,138.66,"92,500",종로구
창신동,328-17,동대문,1966,2016,3,31,11110,3,28.8,"21,300",종로구
창신동,601-2,MID그린(3동),2002,2016,3,29,11110,8,58.88,"21,500",종로구
창신동,232,두산,1999,2016,3,18,11110,18,59.95,"41,000",종로구
무악동,88,인왕산2차아이파크,2015,2016,3,12,11110,4,84.2395,"59,000",종로구
사직동,9-1,광화문스페이스본(106동),2008,2016,3,11,11110,3,150.4,"104,000",종로구
창신동,232,두산,1999,2016,3,16,11110,16,84.9,"52,800",종로구
창신동,23-76,브라운스톤창신,2006,2016,3,22,11110,9,84.87,"46,000",종로구
창신동,702,창신쌍용1,1992,2016,3,11,11110,12,79.87,"38,800",종로구
창신동,601-8,MID그린(7동),2002,2016,3,10,11110,5,59.04,"24,500",종로구
평창동,72,롯데낙천대,2001,2016,4,30,11110,2,110.53,"64,000",종로구
창신동,703,창신쌍용2,1993,2016,4,26,11110,7,79.87,"34,500",종로구
교북동,101,동아,1995,2016,4,21,11110,5,59.98,"38,400",종로구
창신동,578-5,동대문맨션,1973,2016,4,19,11110,9,122.71,"43,100",종로구
무악동,60,인왕산아이파크,2008,2016,4,21,11110,14,84.858,"71,500",종로구
무악동,82,현대,2000,2016,4,16,11110,2,114.9,"59,990",종로구
창신동,23-326,그린,2002,2016,4,29,11110,2,44.6,"19,000",종로구
창신동,232,두산,1999,2016,4,20,11110,16,84.9,"52,500",종로구
창신동,23-816,창신이수,2003,2016,4,23,11110,3,120.84,"62,500",종로구
평창동,596,삼성,1998,2016,4,30,11110,12,84.98,"40,300",종로구
창신동,602,일우,2002,2016,5,31,11110,3,59.3,"24,800",종로구
숭인동,766,종로청계힐스테이트,2009,2016,5,20,11110,1,59.9426,"41,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2016,5,23,11110,13,70.8,"69,000",종로구
무악동,60,인왕산아이파크,2008,2016,5,21,11110,6,84.858,"60,000",종로구
창신동,23-816,창신이수,2003,2016,5,28,11110,6,84.5,"45,800",종로구
무악동,82,현대,2000,2016,5,19,11110,6,60.0,"37,490",종로구
무악동,82,현대,2000,2016,5,14,11110,13,84.92,"55,890",종로구
창신동,232,두산,1999,2016,5,27,11110,19,59.95,"41,300",종로구
무악동,60,인왕산아이파크,2008,2016,5,28,11110,14,84.858,"62,900",종로구
창신동,702,창신쌍용1,1992,2016,5,31,11110,4,79.87,"36,000",종로구
창신동,602,일우,2002,2016,6,27,11110,6,59.3,"26,000",종로구
무악동,82,현대,2000,2016,6,24,11110,3,84.92,"52,470",종로구
무악동,88,인왕산2차아이파크,2015,2016,6,27,11110,4,84.2395,"59,000",종로구
창신동,232,두산,1999,2016,6,27,11110,15,59.95,"42,000",종로구
숭인동,76,롯데캐슬천지인,2004,2016,6,27,11110,7,84.95,"53,000",종로구
숭인동,2-1,종로센트레빌,2008,2016,6,27,11110,11,59.92,"42,700",종로구
창신동,703,창신쌍용2,1993,2016,6,25,11110,8,64.66,"30,600",종로구
창신동,703,창신쌍용2,1993,2016,6,25,11110,2,106.62,"42,500",종로구
창신동,702,창신쌍용1,1992,2016,6,23,11110,10,79.87,"39,800",종로구
창신동,703,창신쌍용2,1993,2016,6,17,11110,4,54.7,"27,000",종로구
창신동,703,창신쌍용2,1993,2016,7,2,11110,11,64.66,"31,000",종로구
무악동,82,현대,2000,2016,7,22,11110,17,84.92,"58,990",종로구
창신동,601-7,MID그린(6동),2002,2016,7,25,11110,2,59.04,"25,000",종로구
창신동,640-76,유성,1996,2016,7,25,11110,2,59.85,"23,000",종로구
창신동,232,두산,1999,2016,7,29,11110,13,84.9,"56,500",종로구
무악동,82,현대,2000,2016,7,25,11110,14,114.9,"64,450",종로구
무악동,82,현대,2000,2016,7,9,11110,1,84.92,"49,990",종로구
명륜2가,236,아남2,1996,2016,7,11,11110,5,114.36,"81,000",종로구
명륜3가,1-102,(1-102),1997,2016,7,30,11110,1,70.05,"19,000",종로구
동숭동,4-161,동성아파트(1동),1999,2016,7,4,11110,4,57.96,"23,700",종로구
무악동,60,인왕산아이파크,2008,2016,8,31,11110,1,84.858,"59,500",종로구
내수동,72,경희궁의아침3단지,2004,2016,8,31,11110,7,150.48,"130,000",종로구
익선동,30-6,운현신화타워,1998,2016,8,25,11110,10,84.91,"48,000",종로구
무악동,82,현대,2000,2016,8,18,11110,12,60.0,"40,990",종로구
인의동,48-2,효성쥬얼리시티,2006,2016,8,31,11110,17,84.7,"52,500",종로구
인의동,48-2,효성쥬얼리시티,2006,2016,8,20,11110,11,84.64,"49,500",종로구
숭인동,766,종로청계힐스테이트,2009,2016,8,10,11110,5,84.9478,"53,000",종로구
숭인동,76,롯데캐슬천지인,2004,2016,8,27,11110,15,112.54,"65,000",종로구
창신동,703,창신쌍용2,1993,2016,8,31,11110,13,79.87,"35,000",종로구
숭인동,766,종로청계힐스테이트,2009,2016,8,14,11110,2,59.9426,"43,500",종로구
당주동,100,세종,1983,2016,9,28,11110,2,91.68,"43,500",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2016,9,24,11110,8,158.99,"102,500",종로구
창신동,23-816,창신이수,2003,2016,9,30,11110,17,68.06,"40,500",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2016,9,29,11110,5,94.51,"88,000",종로구
창신동,703,창신쌍용2,1993,2016,9,17,11110,15,79.87,"34,500",종로구
무악동,82,현대,2000,2016,9,21,11110,12,84.92,"59,886",종로구
무악동,60,인왕산아이파크,2008,2016,9,8,11110,2,84.858,"65,000",종로구
창신동,601-4,MID그린(5동),2002,2016,9,22,11110,5,59.04,"24,500",종로구
