법정동,지번,단지명,건축년도,거래연도,거래월,거래일,지역코드,층,전용면적,거래금액,구별
미아동,811,두산위브트레지움,2011,2024,10,23,11305,10,84.97,"83,000",강북구
미아동,811,두산위브트레지움,2011,2024,10,23,11305,10,84.97,"83,000",강북구
미아동,1356,경남아너스빌(1356-0),2003,2024,10,21,11305,15,114.922,"83,000",강북구
수유동,734,북한산네이처파크,2015,2024,10,12,11305,7,38.55,"29,000",강북구
미아동,189-30,헤리움,2024,2024,10,30,11305,15,29.89,"44,500",강북구
수유동,205,수유벽산1차,1993,2024,10,28,11305,9,63.78,"51,800",강북구
수유동,205,수유벽산1차,1993,2024,10,28,11305,5,63.78,"50,800",강북구
미아동,1357,삼각산아이원,2003,2024,11,28,11305,2,84.705,"65,500",강북구
미아동,1353,에스케이북한산시티,2004,2024,11,29,11305,3,114.85,"82,000",강북구
수유동,738,한원힐트리움수유,2020,2024,11,30,11305,11,27.39,"25,900",강북구
미아동,1353,에스케이북한산시티,2004,2024,11,29,11305,3,114.85,"82,000",강북구
미아동,1371,꿈의숲한신더휴,2022,2024,11,27,11305,6,59.9894,"70,000",강북구
미아동,461,송천센트레빌,2010,2024,11,29,11305,10,59.818,"85,000",강북구
번동,136,번동솔그린,1999,2024,11,30,11305,15,84.6,"60,000",강북구
미아동,1353,에스케이북한산시티,2004,2024,11,22,11305,1,59.98,"55,000",강북구
미아동,1369,꿈의숲해링턴플레이스,2019,2024,11,18,11305,7,84.67,"89,000",강북구
미아동,1369,꿈의숲해링턴플레이스,2019,2024,11,18,11305,4,59.36,"77,500",강북구
미아동,4,꿈의숲롯데캐슬,2017,2024,12,29,11305,10,59.97,"79,500",강북구
수유동,461-13,화계맨숀,1975,2024,12,28,11305,3,58.51,"16,500",강북구
미아동,812,삼성래미안트리베라2단지,2010,2024,12,26,11305,7,58.99,"74,300",강북구
미아동,474,미아동부센트레빌,2006,2024,12,24,11305,8,59.96,"78,700",강북구
미아동,1371,꿈의숲한신더휴,2022,2024,12,27,11305,5,59.9894,"70,000",강북구
번동,139,해모로아파트,2003,2024,12,30,11305,11,59.98,"47,200",강북구
번동,242,주공1단지,1991,2024,12,30,11305,1,49.94,"50,500",강북구
미아동,1353,에스케이북한산시티,2004,2024,12,26,11305,16,59.98,"58,000",강북구
우이동,342,대우,2000,2024,12,26,11305,2,84.93,"58,000",강북구
미아동,1353,에스케이북한산시티,2004,2024,12,20,11305,9,59.98,"60,900",강북구
도봉동,642,현대성우,1998,2014,1,15,11320,9,59.04,"21,000",도봉구
창동,804,대우,1995,2014,1,28,11320,6,84.88,"33,000",도봉구
쌍문동,195,청구,1996,2014,1,27,11320,6,84.63,"27,850",도봉구
도봉동,30-1,한신,1995,2014,1,29,11320,9,84.94,"26,000",도봉구
창동,805,동아그린,1996,2014,1,25,11320,15,84.94,"33,000",도봉구
창동,731-54,새로움아파트,2012,2014,1,31,11320,4,68.4,"27,400",도봉구
창동,825,북한산아이파크5차,2004,2014,1,24,11320,5,119.1731,"57,700",도봉구
쌍문동,726,신일라이프,2002,2014,1,27,11320,8,59.47,"24,000",도봉구
방학동,720-1,대상타운현대아파트,2001,2014,1,29,11320,21,84.78,"43,000",도봉구
방학동,720-1,대상타운현대아파트,2001,2014,1,29,11320,22,84.78,"41,500",도봉구
창동,30,창동주공18단지,1988,2014,2,22,11320,10,45.55,"15,400",도봉구
도봉동,87,삼환도봉,1987,2014,2,28,11320,7,73.89,"23,800",도봉구
도봉동,87,삼환도봉,1987,2014,2,28,11320,8,83.97,"26,000",도봉구
쌍문동,59-3,한양5,1991,2014,2,28,11320,6,65.37,"21,200",도봉구
쌍문동,722,염광,1997,2014,2,25,11320,5,59.91,"19,000",도봉구
창동,715-3,미소애,2005,2014,2,28,11320,7,45.466,"17,000",도봉구
창동,30,창동주공18단지,1988,2014,2,24,11320,1,45.9,"14,000",도봉구
창동,825,북한산아이파크5차,2004,2014,2,25,11320,21,84.4516,"45,500",도봉구
방학동,508,우성아파트2,1993,2014,2,27,11320,8,84.98,"28,600",도봉구
방학동,730,극동아파트,1993,2014,2,24,11320,7,84.935,"28,000",도봉구
창동,825,북한산아이파크5차,2004,2014,3,26,11320,17,119.1731,"62,000",도봉구
창동,804,대우,1995,2014,3,25,11320,1,84.88,"28,500",도봉구
쌍문동,158,한양7,1993,2014,3,19,11320,2,84.86,"25,000",도봉구
창동,825,북한산아이파크5차,2004,2014,3,8,11320,1,84.4516,"39,300",도봉구
방학동,530,신동아아파트3,1992,2014,3,25,11320,2,84.86,"26,000",도봉구
도봉동,30-1,한신,1995,2014,3,27,11320,12,84.94,"27,250",도봉구
창동,299,상아1차아파트,1987,2014,3,27,11320,6,58.59,"22,450",도봉구
창동,38,주공17단지,1989,2014,3,24,11320,3,36.16,"12,150",도봉구
쌍문동,285-5,동익미라벨,1987,2014,3,28,11320,6,84.53,"25,250",도봉구
창동,818,창동현대4차,2003,2014,3,22,11320,2,101.9957,"45,500",도봉구
창동,305,창동주공1단지,1990,2014,4,23,11320,15,41.3,"14,100",도봉구
창동,825,북한산아이파크5차,2004,2014,4,29,11320,17,119.1731,"52,500",도봉구
방학동,735,성원아파트,1996,2014,4,30,11320,5,84.54,"30,000",도봉구
창동,26,동아,1988,2014,4,30,11320,1,89.45,"30,000",도봉구
창동,808,동아청솔,1997,2014,4,26,11320,14,84.97,"36,400",도봉구
도봉동,30-1,한신,1995,2014,4,19,11320,9,84.94,"26,800",도봉구
쌍문동,158,한양7,1993,2014,4,2,11320,2,84.92,"29,300",도봉구
창동,804,대우,1995,2014,4,19,11320,8,59.86,"25,800",도봉구
방학동,271-1,신동아아파트1,1986,2014,4,19,11320,9,84.87,"27,900",도봉구
창동,347,창동주공3단지(해등마을),1990,2014,4,20,11320,5,59.22,"28,200",도봉구
창동,804,대우,1995,2014,5,31,11320,4,59.86,"24,700",도봉구
창동,807,쌍용,1997,2014,5,23,11320,16,84.76,"42,500",도봉구
창동,808,동아청솔,1997,2014,5,31,11320,6,59.445,"26,300",도봉구
창동,813,현대조합,2000,2014,5,13,11320,8,59.91,"22,200",도봉구
도봉동,641,서원,1996,2014,5,31,11320,15,49.14,"17,950",도봉구
방학동,720-1,대상타운현대아파트,2001,2014,5,31,11320,18,84.78,"42,500",도봉구
도봉동,644,도봉파크빌3,2002,2014,5,30,11320,4,84.155,"30,250",도봉구
도봉동,30-1,한신,1995,2014,5,4,11320,3,84.94,"26,100",도봉구
창동,804,대우,1995,2014,5,24,11320,2,84.88,"29,600",도봉구
창동,804,대우,1995,2014,5,31,11320,4,84.88,"31,500",도봉구
방학동,718-7,이에스에이아파트1,2003,2014,6,13,11320,5,126.97,"41,500",도봉구
방학동,274,삼익세라믹아파트,1988,2014,6,29,11320,11,84.96,"28,000",도봉구
창동,813,현대조합,2000,2014,6,23,11320,9,59.91,"23,100",도봉구
도봉동,83,유원도봉,1990,2014,6,17,11320,3,84.93,"25,900",도봉구
쌍문동,725,쌍문동삼성래미안,2002,2014,6,30,11320,11,59.9899,"27,300",도봉구
도봉동,30-1,한신,1995,2014,6,26,11320,5,84.94,"27,900",도봉구
쌍문동,285-5,동익미라벨,1987,2014,6,30,11320,6,84.53,"24,500",도봉구
창동,808,동아청솔,1997,2014,6,24,11320,18,59.76,"28,300",도봉구
쌍문동,729,브라운스톤쌍문,2006,2014,6,25,11320,13,59.9788,"27,750",도봉구
방학동,734,청구아파트,1994,2014,6,20,11320,2,70.69,"24,400",도봉구
창동,812,창동현대타운,1999,2014,7,28,11320,8,66.42,"25,500",도봉구
방학동,735,성원아파트,1996,2014,7,31,11320,5,59.94,"21,000",도봉구
쌍문동,723,신원2,1998,2014,7,17,11320,7,60.0,"20,300",도봉구
창동,451,한신APT,1999,2014,7,30,11320,7,84.92,"27,900",도봉구
도봉동,81-1,극동,1991,2014,7,29,11320,12,84.83,"24,600",도봉구
창동,45,삼성래미안,1992,2014,7,17,11320,10,73.92,"34,300",도봉구
창동,373,창동주공4단지,1991,2014,7,26,11320,12,49.94,"20,900",도봉구
창동,38,주공17단지,1989,2014,7,29,11320,9,49.94,"18,500",도봉구
창동,815,창동2차현대,2001,2014,7,26,11320,22,84.504,"40,500",도봉구
창동,305,창동주공1단지,1990,2014,7,25,11320,13,49.94,"19,400",도봉구
창동,27,주공19단지(창동리버타운),1988,2014,8,18,11320,11,99.75,"39,000",도봉구
방학동,274,삼익세라믹아파트,1988,2014,8,15,11320,1,58.77,"17,500",도봉구
창동,826,북한산한신휴플러스,2007,2014,8,27,11320,7,114.5534,"48,000",도봉구
방학동,720-1,대상타운현대아파트,2001,2014,8,25,11320,18,60.0,"33,500",도봉구
창동,38,주공17단지,1989,2014,8,31,11320,5,36.16,"12,700",도봉구
도봉동,83,유원도봉,1990,2014,8,30,11320,5,84.93,"26,800",도봉구
창동,665-21,중흥에스클래스,2001,2014,8,30,11320,3,203.559,"50,000",도봉구
도봉동,87,삼환도봉,1987,2014,8,26,11320,15,83.97,"26,000",도봉구
창동,820,창동신도브래뉴1차,2003,2014,8,25,11320,12,84.989,"44,500",도봉구
창동,45,삼성래미안,1992,2014,8,21,11320,3,73.92,"32,000",도봉구
쌍문동,산69-1,금호2,1991,2014,9,11,11320,5,84.46,"31,900",도봉구
창동,305,창동주공1단지,1990,2014,9,26,11320,9,58.01,"24,000",도봉구
창동,38,주공17단지,1989,2014,9,2,11320,3,36.16,"12,700",도봉구
방학동,739,효성하이타운아파트,2002,2014,9,30,11320,12,84.86,"30,500",도봉구
창동,808,동아청솔,1997,2014,9,30,11320,2,59.96,"27,900",도봉구
창동,808,동아청솔,1997,2014,9,27,11320,15,59.76,"28,800",도봉구
도봉동,555,서울가든,1987,2014,9,23,11320,7,75.33,"23,500",도봉구
방학동,271-1,신동아아파트1,1986,2014,9,29,11320,2,53.16,"17,000",도봉구
방학동,740,동양크레오아파트,2004,2014,9,17,11320,3,59.9837,"24,000",도봉구
도봉동,83,유원도봉,1990,2014,9,23,11320,3,84.93,"24,300",도봉구
창동,366,서울가든,1992,2014,10,31,11320,4,109.63,"40,800",도봉구
도봉동,30-1,한신,1995,2014,10,31,11320,16,84.94,"30,000",도봉구
창동,825,북한산아이파크5차,2004,2014,10,10,11320,18,119.1731,"64,000",도봉구
창동,808,동아청솔,1997,2014,10,29,11320,8,84.97,"37,000",도봉구
쌍문동,54,현대1,1990,2014,10,13,11320,9,84.66,"25,700",도봉구
창동,821,초안산신도브래뉴,2005,2014,10,31,11320,2,84.9991,"29,700",도봉구
쌍문동,56,삼익세라믹,1988,2014,10,24,11320,10,40.11,"15,000",도봉구
쌍문동,719,현대3,1995,2014,10,30,11320,9,84.25,"25,000",도봉구
방학동,271-1,신동아아파트1,1986,2014,10,15,11320,3,43.35,"14,200",도봉구
쌍문동,59-3,한양5,1991,2014,10,29,11320,7,65.37,"23,300",도봉구
방학동,716-1,이에스에이아파트3,2004,2014,11,9,11320,10,84.87,"34,500",도봉구
방학동,531,신동아아파트2,1992,2014,11,29,11320,12,147.48,"43,000",도봉구
창동,807,쌍용,1997,2014,11,29,11320,21,84.76,"42,800",도봉구
창동,30,창동주공18단지,1988,2014,11,18,11320,2,59.39,"21,200",도봉구
방학동,689,동부센트레빌아파트,2005,2014,11,27,11320,6,84.909,"38,000",도봉구
방학동,689,동부센트레빌아파트,2005,2014,11,27,11320,12,84.97,"36,600",도봉구
방학동,271-1,신동아아파트1,1986,2014,11,24,11320,5,62.22,"21,200",도봉구
창동,30,창동주공18단지,1988,2014,11,22,11320,4,41.34,"16,300",도봉구
쌍문동,199-1,금호1,1990,2014,11,20,11320,8,36.36,"13,300",도봉구
창동,27,주공19단지(창동리버타운),1988,2014,11,26,11320,3,99.75,"37,500",도봉구
도봉동,30-1,한신,1995,2014,12,30,11320,13,84.94,"29,900",도봉구
방학동,720-18,방학동삼성래미안1,2002,2014,12,30,11320,14,84.937,"46,000",도봉구
창동,808,동아청솔,1997,2014,12,29,11320,20,134.94,"51,000",도봉구
도봉동,655,래미안도봉,2005,2014,12,30,11320,8,84.55,"36,000",도봉구
방학동,720-18,방학동삼성래미안1,2002,2014,12,18,11320,19,118.381,"59,000",도봉구
창동,347,창동주공3단지(해등마을),1990,2014,12,31,11320,9,49.94,"22,500",도봉구
창동,299,상아1차아파트,1987,2014,12,27,11320,9,45.54,"16,400",도봉구
방학동,740,동양크레오아파트,2004,2014,12,27,11320,1,84.9358,"29,500",도봉구
쌍문동,388-33,한양1,1986,2014,12,25,11320,13,66.33,"25,450",도봉구
도봉동,30-1,한신,1995,2014,12,16,11320,7,84.94,"29,800",도봉구
창동,822,대림e-편한세상,2003,2015,1,26,11320,15,113.271,"49,700",도봉구
창동,805,동아그린,1996,2015,1,31,11320,8,84.94,"34,500",도봉구
창동,316,창동주공2단지,1990,2015,1,31,11320,12,36.16,"14,250",도봉구
쌍문동,388-33,한양1,1986,2015,1,30,11320,11,66.33,"26,900",도봉구
방학동,531,신동아아파트2,1992,2015,1,26,11320,3,84.82,"27,000",도봉구
방학동,496,벽산아파트2,1998,2015,1,27,11320,7,59.52,"23,900",도봉구
창동,27,주공19단지(창동리버타운),1988,2015,1,24,11320,9,90.94,"36,000",도봉구
창동,305,창동주공1단지,1990,2015,1,31,11320,1,58.01,"20,300",도봉구
창동,826,북한산한신휴플러스,2007,2015,1,28,11320,13,84.9499,"39,200",도봉구
도봉동,655,래미안도봉,2005,2015,1,28,11320,9,84.55,"37,300",도봉구
창동,38,주공17단지,1989,2015,2,24,11320,6,36.16,"13,500",도봉구
도봉동,641,서원,1996,2015,2,24,11320,18,58.79,"22,500",도봉구
쌍문동,388-33,한양1,1986,2015,2,27,11320,3,66.33,"26,900",도봉구
방학동,735,성원아파트,1996,2015,2,28,11320,8,59.94,"21,800",도봉구
창동,26,동아,1988,2015,2,16,11320,9,89.45,"37,000",도봉구
창동,808,동아청솔,1997,2015,2,28,11320,8,84.97,"43,500",도봉구
창동,807,쌍용,1997,2015,2,28,11320,13,84.76,"38,800",도봉구
방학동,720-1,대상타운현대아파트,2001,2015,2,27,11320,13,84.78,"43,200",도봉구
창동,807,쌍용,1997,2015,2,24,11320,15,59.88,"30,500",도봉구
방학동,720-18,방학동삼성래미안1,2002,2015,2,28,11320,15,118.381,"59,500",도봉구
창동,30,창동주공18단지,1988,2015,3,21,11320,3,71.89,"29,500",도봉구
창동,347,창동주공3단지(해등마을),1990,2015,3,17,11320,10,58.01,"29,000",도봉구
방학동,275,벽산아파트1,1991,2015,3,30,11320,9,52.36,"19,500",도봉구
도봉동,571,도봉산리베니움,2004,2015,3,28,11320,3,84.58,"24,700",도봉구
창동,817,수산트리플,2004,2015,3,31,11320,1,84.89,"28,000",도봉구
도봉동,555,서울가든,1987,2015,3,31,11320,1,75.33,"21,500",도봉구
방학동,271-1,신동아아파트1,1986,2015,3,25,11320,3,70.62,"23,200",도봉구
쌍문동,54,현대1,1990,2015,3,24,11320,6,84.66,"27,800",도봉구
도봉동,87,삼환도봉,1987,2015,3,27,11320,13,83.97,"29,950",도봉구
창동,26,동아,1988,2015,3,28,11320,5,89.45,"36,900",도봉구
방학동,720-1,대상타운현대아파트,2001,2015,4,30,11320,2,84.78,"42,000",도봉구
도봉동,647,도봉파크빌2,2002,2015,4,23,11320,2,84.163,"28,700",도봉구
창동,812,창동현대타운,1999,2015,4,21,11320,11,57.93,"23,000",도봉구
쌍문동,산69-1,금호2,1991,2015,4,18,11320,8,84.46,"32,400",도봉구
창동,373,창동주공4단지,1991,2015,4,25,11320,4,41.3,"14,000",도봉구
쌍문동,54,현대1,1990,2015,4,18,11320,4,84.66,"27,300",도봉구
방학동,271-1,신동아아파트1,1986,2015,4,28,11320,1,70.62,"20,890",도봉구
창동,347,창동주공3단지(해등마을),1990,2015,4,9,11320,3,49.94,"21,900",도봉구
쌍문동,73,경남,1988,2015,4,28,11320,1,44.5,"13,000",도봉구
창동,804,대우,1995,2015,4,28,11320,17,84.88,"34,650",도봉구
방학동,732,신동아아파트4,1995,2015,5,18,11320,9,84.9,"29,800",도봉구
창동,804,대우,1995,2015,5,20,11320,5,59.86,"26,900",도봉구
창동,827,동도센트리움,2009,2015,5,18,11320,5,79.389,"34,700",도봉구
창동,808,동아청솔,1997,2015,5,11,11320,3,59.76,"29,300",도봉구
방학동,507,우성아파트1,1992,2015,5,28,11320,3,51.91,"19,900",도봉구
쌍문동,59,한양2,1988,2015,5,30,11320,12,35.1,"13,800",도봉구
방학동,531,신동아아파트2,1992,2015,5,27,11320,9,84.86,"26,800",도봉구
도봉동,30-1,한신,1995,2015,5,30,11320,3,84.94,"30,000",도봉구
창동,808,동아청솔,1997,2015,5,28,11320,2,59.96,"28,000",도봉구
창동,299,상아1차아파트,1987,2015,5,29,11320,10,58.59,"24,400",도봉구
창동,825,북한산아이파크5차,2004,2015,6,9,11320,9,101.9176,"51,000",도봉구
창동,816,창동3차현대,2001,2015,6,20,11320,1,115.42,"42,900",도봉구
도봉동,30-1,한신,1995,2015,6,26,11320,10,84.94,"28,500",도봉구
도봉동,641,서원,1996,2015,6,18,11320,14,49.77,"19,300",도봉구
방학동,271-1,신동아아파트1,1986,2015,6,30,11320,7,70.62,"23,800",도봉구
쌍문동,732,북한산코오롱하늘채,2014,2015,6,20,11320,10,59.98,"33,000",도봉구
창동,819,태영데시앙,2003,2015,6,27,11320,16,84.995,"41,000",도봉구
쌍문동,56,삼익세라믹,1988,2015,6,25,11320,9,42.93,"15,900",도봉구
방학동,274,삼익세라믹아파트,1988,2015,6,29,11320,1,58.77,"19,000",도봉구
창동,347,창동주공3단지(해등마을),1990,2015,6,11,11320,2,41.3,"18,500",도봉구
쌍문동,59,한양2,1988,2015,7,18,11320,11,76.92,"25,900",도봉구
방학동,507,우성아파트1,1992,2015,7,27,11320,1,51.91,"18,500",도봉구
창동,808,동아청솔,1997,2015,7,29,11320,16,59.76,"26,000",도봉구
도봉동,595,럭키,1992,2015,7,27,11320,5,84.86,"27,500",도봉구
방학동,689,동부센트레빌아파트,2005,2015,7,30,11320,1,140.339,"50,000",도봉구
방학동,271-1,신동아아파트1,1986,2015,7,3,11320,11,84.87,"29,000",도봉구
도봉동,30-1,한신,1995,2015,7,30,11320,1,84.94,"28,400",도봉구
창동,807,쌍용,1997,2015,7,30,11320,19,59.88,"32,500",도봉구
쌍문동,54,현대1,1990,2015,7,24,11320,2,70.3,"25,000",도봉구
방학동,720-1,대상타운현대아파트,2001,2015,7,31,11320,16,133.97,"53,500",도봉구
쌍문동,719,현대3,1995,2015,8,6,11320,9,84.83,"26,000",도봉구
창동,45,삼성래미안,1992,2015,8,21,11320,20,84.87,"36,350",도봉구
창동,808,동아청솔,1997,2015,8,29,11320,7,84.97,"44,250",도봉구
창동,827,동도센트리움,2009,2015,8,31,11320,11,80.722,"36,650",도봉구
도봉동,30-1,한신,1995,2015,8,31,11320,6,84.94,"33,500",도봉구
창동,808,동아청솔,1997,2015,8,23,11320,6,59.76,"33,000",도봉구
창동,27,주공19단지(창동리버타운),1988,2015,8,22,11320,2,60.5,"23,500",도봉구
창동,825,북한산아이파크5차,2004,2015,8,29,11320,16,84.4516,"47,500",도봉구
쌍문동,725,쌍문동삼성래미안,2002,2015,8,31,11320,10,84.9383,"37,500",도봉구
창동,316,창동주공2단지,1990,2015,8,24,11320,7,45.9,"18,000",도봉구
쌍문동,산69-1,금호2,1991,2015,9,11,11320,5,84.46,"31,900",도봉구
창동,373,창동주공4단지,1991,2015,9,9,11320,15,36.16,"12,500",도봉구
창동,810,신창,1998,2015,9,9,11320,1,49.77,"17,450",도봉구
도봉동,87,삼환도봉,1987,2015,9,19,11320,11,73.89,"29,000",도봉구
창동,299,상아1차아파트,1987,2015,9,30,11320,13,58.59,"25,000",도봉구
창동,347,창동주공3단지(해등마을),1990,2015,9,11,11320,9,58.01,"27,500",도봉구
도봉동,30-1,한신,1995,2015,9,30,11320,13,84.94,"30,000",도봉구
방학동,275,벽산아파트1,1991,2015,9,30,11320,15,52.36,"19,580",도봉구
방학동,531,신동아아파트2,1992,2015,9,25,11320,1,84.86,"27,000",도봉구
쌍문동,59-5,한양6,2002,2015,9,30,11320,4,83.86,"28,700",도봉구
쌍문동,725,쌍문동삼성래미안,2002,2015,10,14,11320,9,59.9899,"32,200",도봉구
쌍문동,730,대우파크힐(쌍문동이안),2004,2015,10,31,11320,13,84.955,"39,500",도봉구
창동,30,창동주공18단지,1988,2015,10,6,11320,4,45.77,"18,900",도봉구
창동,38,주공17단지,1989,2015,10,27,11320,3,36.34,"14,100",도봉구
방학동,738,신동아아파트5,1998,2015,10,29,11320,2,59.4,"21,000",도봉구
방학동,271-1,신동아아파트1,1986,2015,10,30,11320,6,70.62,"25,900",도봉구
쌍문동,59-5,한양6,2002,2015,10,26,11320,8,83.86,"31,300",도봉구
도봉동,656,양우내안애,2005,2015,10,29,11320,7,84.92,"33,650",도봉구
방학동,271-1,신동아아파트1,1986,2015,10,29,11320,14,53.16,"21,900",도봉구
도봉동,644,도봉파크빌3,2002,2015,10,31,11320,10,84.336,"37,300",도봉구
창동,347,창동주공3단지(해등마을),1990,2015,11,18,11320,12,79.07,"41,000",도봉구
창동,366,서울가든,1992,2015,11,20,11320,1,109.63,"44,000",도봉구
창동,373,창동주공4단지,1991,2015,11,21,11320,11,49.94,"23,500",도봉구
방학동,720-1,대상타운현대아파트,2001,2015,11,30,11320,12,60.0,"35,000",도봉구
창동,30,창동주공18단지,1988,2015,11,25,11320,5,84.41,"34,800",도봉구
쌍문동,56,삼익세라믹,1988,2015,11,30,11320,8,58.77,"22,500",도봉구
창동,300,상아2차아파트,1988,2015,11,27,11320,12,45.54,"19,000",도봉구
창동,811,대동,1999,2015,11,27,11320,4,59.76,"22,500",도봉구
쌍문동,54,현대1,1990,2015,11,26,11320,8,84.66,"30,500",도봉구
창동,807,쌍용,1997,2015,11,10,11320,17,84.76,"45,300",도봉구
창동,810,신창,1998,2015,12,22,11320,3,49.77,"20,000",도봉구
도봉동,555,서울가든,1987,2015,12,11,11320,5,75.33,"26,500",도봉구
도봉동,30-1,한신,1995,2015,12,28,11320,7,84.94,"31,500",도봉구
창동,347,창동주공3단지(해등마을),1990,2015,12,31,11320,3,49.94,"24,800",도봉구
방학동,274,삼익세라믹아파트,1988,2015,12,28,11320,1,58.77,"20,650",도봉구
쌍문동,56,삼익세라믹,1988,2015,12,28,11320,3,79.98,"30,800",도봉구
창동,347,창동주공3단지(해등마을),1990,2015,12,23,11320,2,58.01,"25,800",도봉구
창동,305,창동주공1단지,1990,2015,12,23,11320,6,59.22,"28,000",도봉구
방학동,730,극동아파트,1993,2015,12,25,11320,12,84.935,"28,500",도봉구
창동,804,대우,1995,2015,12,28,11320,16,84.88,"35,000",도봉구
쌍문동,73,경남,1988,2016,1,18,11320,4,46.3,"19,200",도봉구
방학동,734,청구아파트,1994,2016,1,16,11320,8,84.97,"30,500",도봉구
방학동,530,신동아아파트3,1992,2016,1,26,11320,2,84.86,"26,500",도봉구
쌍문동,50,현대2,1993,2016,1,19,11320,8,85.0,"29,000",도봉구
도봉동,30-1,한신,1995,2016,1,29,11320,5,84.94,"33,500",도봉구
도봉동,654,동아에코빌,2003,2016,1,29,11320,21,105.976,"44,950",도봉구
쌍문동,730,대우파크힐(쌍문동이안),2004,2016,1,29,11320,6,84.955,"39,900",도봉구
도봉동,51-12,중흥에스-클래스,2004,2016,1,23,11320,5,84.951,"33,500",도봉구
창동,373,창동주공4단지,1991,2016,1,30,11320,12,49.94,"22,900",도봉구
도봉동,51-12,중흥에스-클래스,2004,2016,1,26,11320,3,81.443,"31,800",도봉구
창동,347,창동주공3단지(해등마을),1990,2016,2,13,11320,1,71.89,"28,700",도봉구
도봉동,30-1,한신,1995,2016,2,17,11320,12,84.94,"32,000",도봉구
도봉동,641,서원,1996,2016,2,16,11320,6,49.77,"20,550",도봉구
창동,825,북한산아이파크5차,2004,2016,2,29,11320,13,134.9091,"60,000",도봉구
창동,299,상아1차아파트,1987,2016,2,29,11320,4,58.59,"24,900",도봉구
도봉동,30-1,한신,1995,2016,2,29,11320,10,84.94,"30,000",도봉구
도봉동,30-1,한신,1995,2016,2,29,11320,3,84.94,"31,000",도봉구
창동,817,수산트리플,2004,2016,2,17,11320,15,59.86,"30,500",도봉구
창동,808,동아청솔,1997,2016,2,27,11320,5,84.97,"43,100",도봉구
도봉동,87,삼환도봉,1987,2016,2,26,11320,15,83.97,"26,850",도봉구
창동,825,북한산아이파크5차,2004,2016,3,26,11320,8,101.9176,"49,550",도봉구
방학동,271-1,신동아아파트1,1986,2016,3,17,11320,4,62.22,"23,000",도봉구
방학동,735,성원아파트,1996,2016,3,21,11320,2,84.54,"30,500",도봉구
창동,804,대우,1995,2016,3,24,11320,17,59.86,"28,600",도봉구
도봉동,641,서원,1996,2016,3,17,11320,9,40.02,"16,900",도봉구
도봉동,641,서원,1996,2016,3,5,11320,10,49.77,"20,980",도봉구
창동,813,현대조합,2000,2016,3,28,11320,6,59.91,"25,700",도봉구
창동,807,쌍용,1997,2016,3,30,11320,10,84.76,"42,500",도봉구
창동,825,북한산아이파크5차,2004,2016,3,30,11320,1,84.4516,"43,000",도봉구
쌍문동,73,경남,1988,2016,3,14,11320,9,46.3,"18,000",도봉구
창동,804,대우,1995,2016,4,9,11320,10,59.71,"27,100",도봉구
창동,807,쌍용,1997,2016,4,19,11320,9,135.0,"53,000",도봉구
쌍문동,725,쌍문동삼성래미안,2002,2016,4,9,11320,6,59.9899,"32,700",도봉구
창동,38,주공17단지,1989,2016,4,23,11320,6,36.16,"14,750",도봉구
창동,807,쌍용,1997,2016,4,14,11320,11,135.0,"52,200",도봉구
창동,818,창동현대4차,2003,2016,4,25,11320,12,101.9957,"51,500",도봉구
도봉동,30-1,한신,1995,2016,4,30,11320,9,84.94,"32,500",도봉구
방학동,732,신동아아파트4,1995,2016,4,29,11320,10,59.92,"22,300",도봉구
쌍문동,388-33,한양1,1986,2016,4,30,11320,2,66.33,"29,500",도봉구
창동,27,주공19단지(창동리버타운),1988,2016,4,30,11320,15,90.94,"35,500",도봉구
방학동,507,우성아파트1,1992,2016,5,31,11320,1,51.91,"19,900",도봉구
방학동,271-1,신동아아파트1,1986,2016,5,26,11320,14,62.22,"23,950",도봉구
쌍문동,723,신원2,1998,2016,5,11,11320,11,60.0,"24,900",도봉구
창동,805,동아그린,1996,2016,5,30,11320,4,59.96,"32,600",도봉구
쌍문동,285-5,동익미라벨,1987,2016,5,17,11320,4,84.53,"27,000",도봉구
방학동,274,삼익세라믹아파트,1988,2016,5,18,11320,8,58.77,"21,500",도봉구
창동,820,창동신도브래뉴1차,2003,2016,5,30,11320,3,84.989,"44,800",도봉구
쌍문동,20,벽산송화프라자,1997,2016,5,30,11320,9,105.9,"36,500",도봉구
창동,299,상아1차아파트,1987,2016,5,27,11320,1,58.59,"24,450",도봉구
창동,299,상아1차아파트,1987,2016,5,26,11320,13,58.59,"28,800",도봉구
창동,299,상아1차아파트,1987,2016,6,13,11320,3,58.59,"27,000",도봉구
창동,316,창동주공2단지,1990,2016,6,24,11320,15,49.94,"24,000",도봉구
도봉동,555,서울가든,1987,2016,6,25,11320,11,75.33,"25,000",도봉구
도봉동,81-1,극동,1991,2016,6,12,11320,9,84.83,"28,000",도봉구
창동,807,쌍용,1997,2016,6,10,11320,10,84.76,"44,000",도봉구
창동,299,상아1차아파트,1987,2016,6,28,11320,5,58.59,"26,000",도봉구
방학동,271-1,신동아아파트1,1986,2016,6,30,11320,11,112.49,"35,000",도봉구
도봉동,30-1,한신,1995,2016,6,13,11320,7,84.94,"32,400",도봉구
방학동,275,벽산아파트1,1991,2016,6,30,11320,11,63.38,"24,000",도봉구
도봉동,30-1,한신,1995,2016,6,27,11320,15,84.94,"31,000",도봉구
